ID,English_Text,Khmer_Text
73,"On the morning of Tuesday, 2 October 2023, at the Ministry of Commerce, Her Excellency CHAM Nimul, Minister of Commerce, received a courtesy call from Oknha Keo Mom, President of the Cambodia Women Entrepreneurs Association",នាព្រឹកថ្ងៃអង្គារ ទី៣ ខែតុលា ឆ្នាំ២០២៣ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម អនុញ្ញាតជូនឧកញ៉ា កែវ​ មុំ ប្រធានសមាគមសហគ្រិនស្ត្រីកម្ពុជា​ និងប្រតិភូ ចូលជួបសម្តែងការគួរសម និងពិភាក្សាការងារដើម្បីរាយការណ៍ព័ត៌មានអំពីសមាគមជូនលោកជំទាវរដ្ឋមន្ត្រី​
74,"(London, the United Kingdom)",(ទីក្រុងឡុងដ៍ ចក្រភពអង់គ្លេស)
75,"On the morning of 2 October 2023, His Excellency SAMHENG Bora, Secretary of State of Ministry of Commerce met with Mr Ron Yip, Director of Indo-Pacific Bilateral Trade Relation, the Department of Business",នាព្រឹកថ្ងៃទី២ ខែតុលា ឆ្នាំ២០២៣ ឯកឧត្តម សំហេង បូរ៉ា រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានជួបពិភាគ្សាការងារជាមួយលោក Ron Yip ប្រធាននាយកដ្ឋានកិច្ចការពាណិជ្ជកម្មតំបន់ឥណ្ឌូប៉ាស៊ីហ្វិក នៃក្រសួងធុរកិច្ច និងពាណិជ្ជកម្មចក្រភពអង់គ្លេស ដើម្បីពិភាគ្សាអំពីវឌ្ឍនភាព និងកាលានុវត្តភាពនៃការធ្វើពាណិជ្ជកម្មទ្វេភាគីរវាងកម្ពុជា និងចក្រភពអង់គ្លេស
76,(Phnom Penh),(ភ្នំពេញ)
77,"On the morning of October 6th 2023, Her Excellency TEKRETH Kamrang, Secretary of State, on behalf of Her Excellency Cham Nimul, Minister of Commerce, had a bilateral meeting with His Excellency Tibor BALOGHDI Ambassador of Hungary to Cambodia to discuss the progress",នាព្រឹកថ្ងៃទី៦ ខែតុលា ឆ្នាំ២០២៣ លោកជំទាវ តឹករ៉េត កំរង រដ្ឋលេខាធិការ តំណាងដ៏ខ្ពង់ខ្ពស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្រ្តីក្រសួងពាណិជ្ជកម្ម បានទទួលជួបពិភាក្សាការងារជាមួយឯកឧត្ដម Tibor BALOGHDI ឯកអគ្គរដ្ឋទូតប្រទេសហុងគ្រីប្រចាំកម្ពុជា ដើម្បីពិភាក្សាពីវឌ្ឍនភាពនិងការបន្តលើកកម្ពស់កិច្ចសហប្រតិបត្តិការទ្វេភាគីលើគ្រប់វិស័យឱ្យកាន់តែល្អប្រសើរថែមទៀត ជាពិសេសលើវិស័យពាណិជ្ជកម្ម និងវិនិយោគ
78,"44 million in 2022, which increased by 89% compared to 2021",៤៤ លានដុល្លារអាម៉េរិកក្នុងឆ្នាំ២០២២ កើនឡើង៨៩% ធៀបនឹងឆ្នាំ២០២១
79,"During this discussion, both sides agreed to organize the 2nd JCEC in a hybrid format soon, which includes a technical meeting between both parties, convening via video conference to review the progress of the bilateral cooperation",ក្នុងកិច្ចជំនួបនេះដែរ ភាគីទាំងពីរក៏បានឯកភាពគ្នាក្នុងការត្រៀមរៀបចំកិច្ចប្រជុំលើកទី២ នៃJCEC តាមប្រព័ន្ធ Hybrid នាពេលឆាប់ៗខាងមុខ ដែលក្នុងនោះក៏មានការរៀបចំកិច្ចប្រជុំកម្រិតបច្ចេកទេសរវាងភាគីទាំងពីរតាមប្រព័ន្ធវីដេអូ ដើម្បីត្រួតពិនិត្យនូវវឌ្ឍនភាពនៃកិច្ចសហប្រតិបត្តិការរវាងប្រទេសទាំងពីរ និងស្វែងរកធាតុចូលថ្មីៗបន្ថែមទៀត ក្នុងគោលបំណងបង្កើនប្រសិទ្ធភាពការងារ និងសមិទ្ធផលតាមគោលដៅកំណត់
80,"To begin, Her Excellency Secretary of State extended a warm welcome to His Excellency Tibor BALOGHDI",ជាកិច្ចចាប់ផ្តើម លោកជំទាវរដ្ឋលេខាធិការ បានសម្តែងនូវការស្វាគមន៍យ៉ាងកក់ក្តៅជូនចំពោះ ឯកឧត្ដម Tibor BALOGHDI និងសហការី និងបានថ្លែងអំណរគុណចំពោះរដ្ឋាភិបាល និងប្រជាជនហុងគ្រីដែលតែងតែផ្ដល់ការគាំទ្រ និងនិងកិច្ចសហការយ៉ាងជិតស្និទ្ធជាមួយប្រទេសកម្ពុជា ក្នុងការអភិវឌ្ឍលើគ្រប់វិស័យ
81,"In addition, Her Excellency raised that the Cambodian side is ready to organize the 2nd Session of the Joint Committee on Economic Cooperation (2nd JCEC) in the near future to review",បន្ថែមពីនេះ លោកជំទាវបានលើកឡើងអំពីការត្រៀមលក្ខណៈរបស់ភាគីកម្ពុជាក្នុងការរៀបចំកិច្ចប្រជុំលើកទី២ នៃគណៈកម្មការចម្រុះ ស្ដីពីកិច្ចសហប្រតិបត្តិការសេដ្ឋកិច្ចរវាងកម្ពុជា
82,"mechanical appliances, Toys, Dairy products,",ផលិតផលឱសថ ម៉ាស៊ីននិងបរិធានមេកានិក ប្រដាប់ប្រដារក្មេងលេង ផលិតផលធ្វើពីទឹកដោះ និងគីមីសរីរាង្គជាដើម៕
83,"The potential exported products from Cambodia to Hungary include Cereals, Clothing, Footwear, Tobacco,",គ្រាប់ធញ្ញជាតិ សម្លៀកបំពាក់ ស្បែកជើង ថ្នាំជក់ និងឧបករណ៍អគ្គិសនីឬបរិធានមេកានិកជាដើម រីឯទំនិញនាំចូលសក្តានុពលពីហុងគ្រីមកកម្ពុជាវិញ រួមមាន
84,Hungary accounted for approximately USD 7,ហុងគ្រីសម្រេចបានទំហំប្រមាណ ៧
85,investment potential between both respective Chamber of Commerce,បន្ថែមពីនេះ ភាគីទាំងពីរបានបង្ហាញចំណាប់អារម្មណ៍ក្នុងការផ្លាស់ប្ដូរទស្សនៈកិច្ចសិក្សាស្វែងយល់អំពីសក្ដានុពលពាណិជ្ជកម្ម និងវិនិយោគរវាងសភាពាណិជ្ជកម្មទាំងពីរ
86,"(London, the United Kingdom)",(ទីក្រុងឡុងដ៍ ចក្រភពអង់គ្លេស)
87,"On 5-6 October 2023, His Excellency SAMHENG Bora, Secretary of State of the Ministry of Commerce met with Her Excellency Ms",៦ ខែតុលា ឆ្នាំ២០២៣ ឯកឧត្តម សំហេង បូរ៉ា រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានជួបពិភាក្សាការងារជាមួយលោកជំទាវ Heather Wheeler ប្រេសិតពាណិជ្ជកម្មរបស់នាយករដ្ឋមន្ត្រីអង់គ្លេស សម្រាប់ប្រទេសកម្ពុជានិងឡាវ និងជាមួយកញ្ញា Sabiha Ahmed ទីប្រឹក្សាគោលនយោបាយនៃ ក្រសួងការបរទេស និងអភិវឌ្ឍន៍ចក្រភពអង់គ្លេស
88,(Phnom Penh),(ភ្នំពេញ)
89,Report of the General Department of International Trade,របាយការណ៍របស់អគ្គនាយកដ្ឋានពាណិជ្ជកម្មអន្តរជាតិ
90,The weekly meeting was held under the following agenda,កិច្ចប្រជុំប្រចាំសប្ដាហ៍នេះ បានប្រព្រឹត្តទៅក្រោមរបៀបវារៈរួមមាន
91,Report of the Pursat Provincial Department of Commerce,របាយការណ៍របស់មន្ទីរពាណិជ្ជកម្មខេត្តពោធិ៍សាត់
92,Report of the Battambang Provincial Department of Commerce,របាយការណ៍របស់មន្ទីរពាណិជ្ជកម្មខេត្តបាត់ដំបង
